,ligand,xtb_energy,bite_angle,buried_volume,solid_angle,solid_cone_angle,g_parameter,bite_angle_buried_volume,bite_angle_cone_angle
0,pp000670-Pd_5.xyz,-122.8186187,99.81345119695648,58.80718878121506,7.225213089984484,197.24555198548913,57.49641890816489,5869.748467444016,19687.759276920362
1,pp000670-Pd_4.xyz,-122.81866906,100.29590703050545,58.90619176295192,7.229213207958177,197.31934302691067,57.52825083558809,5908.049932578151,19790.322483547447
2,pp000670-Pd_6.xyz,-122.8185669,99.1228015679798,58.726239284383155,7.213212736063403,197.02422196039086,57.400923125895275,5821.109363419612,19529.59285746543
3,pp000670-Pd_7.xyz,-122.8184377,101.07720460702429,58.993547335072684,7.231213266945025,197.35624125971398,57.5441667992997,5962.902854481314,19948.21717828136
4,pp000670-Pd_3.xyz,-122.81871165,102.23928994792035,58.9160920611256,7.214212765556826,197.0426636739647,57.40888110775107,6023.53941883579,20145.502023473033
5,pp000670-Pd_2.xyz,-122.81877531,100.29329760252745,58.919003913529636,7.228213178464753,197.30089458929922,57.52029285373229,5909.181193944107,19787.957338289485
6,pp000670-Pd_1.xyz,-122.81885862,100.94158598104862,58.88173220275811,7.215212795050249,197.0611058322353,57.41683908960688,5943.615433857787,19891.6605578851
7,pp000670-Pd_10.xyz,-122.81783433,99.40775592417975,59.23523108460679,7.270214417188539,198.07612433225435,57.85452809167595,5888.441393770977,19690.303022028223
8,pp000670-Pd_11.xyz,-122.81753747,102.17623695262147,59.17349981364145,7.207212559102862,196.9135809890398,57.35317523476047,6046.125538274531,20119.888710325347
9,pp000670-Pd_9.xyz,-122.8181309,101.88207513436905,58.96384644055163,7.224213060491061,197.22710535218994,57.488460926309095,6007.3590332676795,20093.906766025935
10,pp000670-Pd_8.xyz,-122.81816484,100.99921740871838,58.88289694371972,7.217212854037095,197.09799148490637,57.43275505331847,5947.126510073907,19906.74289280578
