Ligand_ID,NoPd_R_NBO_min,NoPd_R_NBO_max,NoPd_R_NBO_avg,NoPd_Rback_NBO_min,NoPd_Rback_NBO_max,NoPd_P_NMR_min,NoPd_P_NMR_max,NoPd_P_NMR_avg,NoPd_aniso_P_NMR_min,NoPd_aniso_P_NMR_max,NoPd_aniso_P_NMR_avg,NoPd_P_NBO_min,NoPd_P_NBO_max,NoPd_P_NBO_avg,NoPd_P_LP_occ_min,NoPd_P_LP_occ_max,NoPd_P_LP_occ_avg,NoPd_P_LP_eng_min,NoPd_P_LP_eng_max,NoPd_P_LP_eng_avg,NoPd_P_R_bond_occ_min,NoPd_P_R_bond_occ_max,NoPd_P_R_bond_occ_avg,NoPd_P_R_bond_eng_min,NoPd_P_R_bond_eng_max,NoPd_P_R_bond_eng_avg,NoPd_P_R_antibond_occ_min,NoPd_P_R_antibond_occ_max,NoPd_P_R_antibond_occ_avg,NoPd_P_R_antibond_eng_min,NoPd_P_R_antibond_eng_max,NoPd_P_R_antibond_eng_avg,NoPd_P_RBack_bond_occ_min,NoPd_P_RBack_bond_occ_max,NoPd_P_RBack_bond_occ_avg,NoPd_P_RBack_bond_eng_min,NoPd_P_RBack_bond_eng_max,NoPd_P_RBack_bond_eng_avg,NoPd_P_RBack_antibond_occ_min,NoPd_P_RBack_antibond_occ_max,NoPd_P_RBack_antibond_occ_avg,NoPd_P_RBack_antibond_eng_min,NoPd_P_RBack_antibond_eng_max,NoPd_P_RBack_antibond_eng_avg,NoPd_LP_P_s_min,NoPd_LP_P_s_max,NoPd_LP_P_s_avg,quadrants_3.0_Ang_min,quadrants_3.0_Ang_max,quadrants_3.0_Ang_avg,quadrants_4.0_Ang_min,quadrants_4.0_Ang_max,quadrants_4.0_Ang_avg,quadrants_5.0_Ang_min,quadrants_5.0_Ang_max,quadrants_6.0_Ang_min,quadrants_6.0_Ang_max,quadrants_7.0_Ang_min,octants_3.0_Ang_min,octants_3.0_Ang_max,octants_3.0_Ang_avg,octants_4.0_Ang_min,octants_4.0_Ang_max,octants_5.0_Ang_min,octants_5.0_Ang_max,octants_6.0_Ang_min,Homo,Lumo,dipole,bite_angle,NoPd_Homo,NoPd_Lumo,NoPd_dipole,pol,TSNE1,TSNE2,PC1,PC2,PC3,PC4,PC5,tsne_ward_clusters,pca_kmeans_clusters
459,-0.50861,-0.49164,-0.50007,-0.28639,-0.28413,269.7813,294.6135,282.1974,42.8108,62.9093,52.86005,0.84067,0.8551,0.847885,1.85203,1.89303,1.87253,-0.32748,-0.29802,-0.31275,1.94715,1.95928,1.9546925,-0.52533,-0.5166,-0.522185,0.03134,0.04555,0.0399825,0.21083,0.221,0.2173875,1.95677,1.96068,1.958725,-0.54919,-0.54133,-0.54526,0.03828,0.04321,0.040745,0.22534,0.23755,0.231445,40.83,45.52,43.175,51.2850119189511,71.4019666269368,60.0258864719905,53.4789895102725,72.9036062317671,61.4940878902613,51.1108132824572,70.155466557346,46.7812599210849,62.0631321148351,40.5626113638046,11.5762812872467,44.7780095351609,28.054231227652,12.5162932158153,46.7475637763019,10.0059916117436,43.910630380625,7.29012653635086,-0.21776,-0.08351,13.0884,95.8555793821505,-0.17347,-0.02986,1.766,528.51,-8.980048,7.243363,-1.9498123500366935,-0.7241165783313365,-1.3270019620055262,2.1193119159357328,-0.8490981416625907,2,12
461,-0.31195,-0.30242,-0.3073825,-0.28018,-0.27778,287.6774,289.8325,288.75495,60.7405,62.7459,61.7432,0.84946,0.85129,0.850375,1.85988,1.8635,1.86169,-0.32437,-0.31875,-0.32156,1.95014,1.95406,1.95204,-0.56616,-0.55897,-0.5626225,0.03563,0.04827,0.04184,0.245,0.24969,0.24761,1.94918,1.95038,1.94978,-0.54974,-0.54924,-0.54949,0.04967,0.05039,0.05003,0.22641,0.22936,0.227885,41.86,42.58,42.22,54.8085518474374,62.1200834326579,58.6347213945173,53.28036745081,66.9387375085345,60.1161473527404,49.1414651067453,69.2275551070606,45.7113701301646,63.3139824935371,42.8966259257783,13.6546483909416,38.0140047675805,26.3185339690107,10.6759356961083,45.2051393457886,6.12563463782284,50.3642269244111,4.08635312259059,-0.22557,-0.08558,12.5026,92.4669311225029,-0.18611,-0.03403,2.5786,741.66,6.3188386,-1.798206,-0.6218620394783907,-3.5126671728050822,1.5594188015071886,0.6985898855051357,-0.3267675341524251,8,10
462,-0.34446,-0.30749,-0.323005,-0.3402,-0.33358,300.9532,325.0589,313.00605,56.601,61.4269,59.01395,0.84707,0.8497,0.848385,1.88343,1.88762,1.885525,-0.33099,-0.3255,-0.328245,1.94455,1.95544,1.9500875,-0.55007,-0.53738,-0.5429575,0.03594,0.04858,0.041725,0.23813,0.25554,0.2495925,1.94979,1.95068,1.950235,-0.54259,-0.53747,-0.54003,0.04164,0.04632,0.04398,0.2268,0.2287,0.22775,45.31,45.55,45.43,52.0001489868892,59.5016388557807,55.2620306912992,51.3344919620135,59.5292036496803,54.7424896033766,49.5758569581533,58.4284633092618,45.1653136196653,55.6315479160053,38.6236714618332,10.1609058402861,30.7881406436234,16.3084773539929,5.98659301098628,32.0247036186457,3.83147803601274,30.003784175838,2.69309265726337,-0.20677,-0.06216,13.2711,99.5031068252158,-0.18077,-0.02929,3.4087,796.1,-5.4043064,-9.277011,1.6094189110339283,-2.3277524825369174,-0.6951390250249975,1.2503040632546196,-1.303700233397885,10,10
463,-0.07529,-0.02383,-0.046245,-0.35241,-0.33934,339.1327,353.654,346.39335,41.4628,70.4291,55.94595,0.83383,0.84145,0.83764,1.88311,1.88396,1.883535,-0.35367,-0.35303,-0.35335,1.95353,1.96118,1.95747,-0.60123,-0.58096,-0.5872975,0.03585,0.05531,0.046915,0.22006,0.23869,0.2309275,1.94832,1.94989,1.949105,-0.56042,-0.55654,-0.55848,0.03204,0.05493,0.043485,0.21211,0.21919,0.21565,46.67,47.42,47.045,48.5883492252682,53.720947556615,51.3799910607867,49.8153435540935,52.772950158277,50.9601359319719,47.5757623537574,49.9471792122607,42.3923987482426,45.9794094970293,35.7013144486887,9.0435041716329,21.1263408820024,12.8128724672229,4.36347836881634,26.363974923965,2.66153700608622,22.8721894610703,1.7696947707379,-0.22609,-0.07526,12.8216,98.1204260668685,-0.19759,-0.03631,3.0359,455.92,-3.9730783,-19.414167,5.291371916739984,-1.0778939532237817,0.4329680626179944,-2.525105333609003,0.2801465629932385,10,1
464,-0.33165,-0.30656,-0.3209825,-0.34717,-0.3285,296.3606,326.4595,311.41005,52.7069,54.4897,53.5983,0.84217,0.85348,0.847825,1.89425,1.89972,1.896985,-0.34276,-0.3376,-0.34018,1.94289,1.95645,1.9480225,-0.55797,-0.54056,-0.54618,0.03391,0.04635,0.0414025,0.2307,0.25215,0.2432575,1.94611,1.95285,1.94948,-0.55347,-0.5395,-0.546485,0.03941,0.04097,0.04019,0.21896,0.22975,0.224355,45.53,46.37,45.95,49.7318235995232,62.071662693683,55.737857568534,46.5085966110111,67.5485693004779,58.8759232822295,43.3319668253918,71.0108479707357,40.1632727107805,70.6567191255839,35.9947740844686,8.65613825983314,33.7976758045292,22.2754022646007,4.49072062565949,43.7434051269319,2.36037967897575,49.8029075084356,1.36514127624836,-0.22366,-0.07734,9.6584,99.4278651437067,-0.1909,-0.03288,0.9162,969.43,-6.941661,-8.129667,0.3742975397517403,-0.8855211045439083,0.2202173539027438,0.3253127790374596,-0.7099898523795267,10,5
465,-0.33764,-0.29786,-0.316645,-0.37322,-0.3531,292.3577,315.8881,304.1229,57.4059,62.722,60.06395,0.85368,0.8603,0.85699,1.87703,1.88253,1.87978,-0.38643,-0.37525,-0.38084,1.94462,1.95436,1.95008,-0.60294,-0.58617,-0.596145,0.03591,0.04836,0.0428125,0.17366,0.19667,0.18922,1.95053,1.9519,1.951215,-0.59308,-0.59299,-0.593035,0.0369,0.042,0.03945,0.18091,0.18942,0.185165,45.08,46.44,45.76,54.5143027413588,59.0323301549464,55.8002458283671,51.6681149525169,60.5192104773136,55.4741325802247,48.859228658825,61.9627258679953,44.9757358610368,60.8231665835185,39.1269077722685,10.257747318236,30.7434445768772,17.0720351609058,5.21382906089008,32.0836695425486,3.08725678786541,32.5722935259058,2.02820989614042,-0.25876,-0.11126,11.7316,99.4322101024065,-0.23918,-0.08312,7.3516,631.93,12.522728,-20.109512,3.564203506534912,3.549890086478668,4.340620121429619,-6.751366017413982,-0.4571448567166875,9,2
466,-0.31755,-0.26933,-0.29844,-0.3404,-0.34023,292.7714,321.0387,306.90505,54.7843,61.0183,57.9013,0.84717,0.84905,0.84811,1.88333,1.88833,1.88583,-0.34246,-0.33099,-0.336725,1.94365,1.95412,1.9497975,-0.56146,-0.54521,-0.5534325,0.03583,0.05211,0.04289,0.22275,0.24935,0.23954,1.94958,1.95054,1.95006,-0.55526,-0.54749,-0.551375,0.04292,0.0462,0.04456,0.21664,0.22251,0.219575,44.55,45.74,45.145,53.2330154946365,61.0138557806913,56.2472064958284,51.8589783377816,65.8835578176401,57.075135000931,49.1572325060705,68.6977704897354,45.3362964306771,65.5122681300739,39.6492146894907,10.0938617401669,35.496126340882,18.3160756853397,5.34107131773323,41.1023524300168,3.63911576424585,45.5614770899688,2.67676538618531,-0.21908,-0.07596,11.286,97.8891459799364,-0.18911,-0.03871,5.7731,751.35,-5.732807,-8.515957,0.4646935173170686,-1.218110627595551,1.252685411924104,-0.1430426093602846,-0.7409990603258211,10,5
467,-0.3333,-0.2512,-0.2935625,-0.3226,-0.30831,273.6692,312.1819,292.92555,51.362,60.3807,55.87135,0.81667,0.87335,0.84501,1.88239,1.91552,1.898955,-0.34366,-0.33651,-0.340085,1.93187,1.95642,1.945675,-0.56342,-0.48576,-0.52557,0.02794,0.06144,0.0465225,0.17479,0.23453,0.2067425,1.94283,1.95588,1.949355,-0.5735,-0.57032,-0.57191,0.03268,0.03941,0.036045,0.23402,0.24163,0.237825,45.34,46.3,45.82,47.7205005959476,66.1390047675805,59.1887663885578,50.5896592390292,68.2297808950407,61.1208956613494,50.3618618145123,63.0498880514648,44.9285681890335,53.4055966256973,36.9958386228175,14.5858164481526,37.3361144219309,27.039258045292,16.1132145738936,39.7678604680032,16.4990066538425,33.4552678881145,14.8052065853327,-0.23164,-0.07705,10.7147,105.384189231795,-0.19293,-0.03345,1.821,450.63,-3.1655266,10.084256,-1.3517094690418476,2.1019046871904106,0.3027409473118667,0.1093023490167965,-2.446653972532632,3,5
468,-0.27455,-0.24881,-0.2616925,-0.31765,-0.31757,275.9661,276.0069,275.9865,53.6214,53.6702,53.6458,0.81824,0.81829,0.818265,1.91616,1.91619,1.916175,-0.33915,-0.3391,-0.339125,1.9315,1.94419,1.937845,-0.50199,-0.48112,-0.49156,0.04921,0.06145,0.05533,0.17484,0.18328,0.179065,1.9553,1.9553,1.9553,-0.57037,-0.57034,-0.570355,0.0323,0.0323,0.0323,0.24101,0.24107,0.24104,47.15,47.16,47.155,58.443831942789,71.1896603098927,64.8214019666269,62.5845695487555,71.3720439451307,66.9841257525914,59.3934281479613,66.7749361420327,51.0766928205361,54.6877409406322,38.8604885490968,24.068831942789,45.7985697258641,34.9430125148987,30.3829681584011,44.7613431816771,27.2192614550156,37.2362902462868,20.7392625515896,-0.22829,-0.08134,10.9513,105.674263087074,-0.18953,-0.00427,1.1735,410.26,-7.921908,24.892368,-6.33250230580882,5.3500814843180855,-0.1167296344064534,0.266202421903923,-6.086973362712232,4,4
469,-0.48593,-0.48431,-0.4851175,-0.31872,-0.31867,308.9349,308.9477,308.9413,48.0035,48.0099,48.0067,0.82709,0.82712,0.827105,1.91801,1.91802,1.918015,-0.34224,-0.34221,-0.342225,1.94746,1.95602,1.9517375,-0.50917,-0.50803,-0.508595,0.03409,0.04369,0.0388875,0.20331,0.20914,0.2062275,1.95586,1.96386,1.95986,-0.56955,-0.56851,-0.56903,0.03503,0.03712,0.036075,0.23997,0.24228,0.241125,47.58,47.59,47.585,58.063915375447,61.1516686531585,59.6077920143028,60.1700701384147,64.223201539321,62.192756501769,55.7385449843903,60.5830784270442,45.9186357657944,48.5255567145902,33.038260760661,25.8417759237187,26.0205601907032,25.931168057211,27.499844826516,30.0819315995283,20.9753713222541,25.1710762826779,13.2341602793778,-0.236,-0.0723,11.3741,103.115759969692,-0.18537,-0.00354,0.9042,359.73,-12.884488,14.059389,-1.653938104245947,3.735574458962188,-4.065257926692446,0.2013739912966516,-2.5367402997239794,1,8
470,-0.48103,-0.47956,-0.4803,-0.3262,-0.32617,319.5408,319.5589,319.54985,51.6598,51.6864,51.6731,0.82967,0.82969,0.82968,1.91932,1.91932,1.91932,-0.34354,-0.34353,-0.343535,1.94621,1.96011,1.95316,-0.51024,-0.50582,-0.50803,0.03912,0.04008,0.0396,0.20315,0.21145,0.2073,1.95305,1.96244,1.957745,-0.56948,-0.56827,-0.568875,0.03437,0.03656,0.035465,0.24399,0.24625,0.24512,47.52,47.53,47.525,61.5762812872467,74.6312574493445,68.1037693682956,63.5885419899448,77.0824281546769,70.3358730060207,60.8038220175964,75.5881239948283,53.4414259150075,64.4754864166175,44.107751774705,26.2589392133492,52.0187723480334,39.1388557806913,28.601576562597,55.3410713177332,25.2168017407209,52.2831194222825,21.2499433080865,-0.23554,-0.07658,10.4799,103.913292239946,-0.18556,-0.00376,0.9088,481.9,-5.858615,20.375576,-7.537953573258248,4.146018541026756,-2.590801606886841,0.3322780936185704,-1.306217236527647,4,0
472,-0.37552,-0.34315,-0.3553975,-0.32373,-0.31464,281.5384,298.0747,289.80655,81.7562,82.9752,82.3657,0.86051,0.86453,0.86252,1.90603,1.91757,1.9118,-0.3731,-0.36964,-0.37137,1.91926,1.93242,1.9278025,-0.52393,-0.51697,-0.52097,0.05401,0.06326,0.0581725,0.17279,0.18993,0.17923,1.95858,1.9586,1.95859,-0.57473,-0.57235,-0.57354,0.03719,0.04368,0.040435,0.22069,0.22099,0.22084,50.95,50.97,50.96,48.8565256257449,66.3066150178784,61.1619115017878,53.5364036993359,74.202408292471,68.5513779405375,58.9677083661821,77.5708744599666,61.8966846569006,79.4117647058823,59.7354024467304,7.97079856972586,34.8629320619785,26.4880065554231,13.3759543169263,49.754825895351,21.5698022768125,57.2750780486267,27.5323143906753,-0.23305,-0.08631,6.8814,85.2476254821963,-0.20504,-0.06382,2.4494,1054.11,-11.667702,27.284212,-4.670673533704666,7.0846847623944615,5.403786743769906,-0.57804277478808,-6.08670150028034,4,4
473,-0.76916,-0.4864,-0.6264025,-0.68123,-0.13725,135.1811,311.9885,223.5848,43.0226,242.43,142.7263,0.76881,1.54011,1.15446,1.89368,1.9353,1.91449,-0.40003,-0.31151,-0.35577,1.9494,1.95874,1.955065,-0.77101,-0.52624,-0.648695,0.04851,0.11011,0.0744225,0.20486,0.21221,0.2074925,1.95086,1.96607,1.958465,-0.67085,-0.58154,-0.626195,0.04296,0.10178,0.07237,0.20008,0.23209,0.216085,41.18,62.11,51.645,44.4316150178784,63.7626638855781,55.6466030989273,43.4408168332195,72.4846378250884,58.7630345726522,44.5019078553183,73.73387783419,44.7589459839448,68.9496122273119,33.7139864399447,7.38974970202622,37.6862336114422,20.0703963051251,4.62416982186084,53.6496803426231,4.60565734287787,59.3248399608969,5.52950247176743,-0.2273,-0.07394,10.2106,87.5077555625769,-0.19083,-0.06074,0.7499,644.17,-24.116234,-21.841322,4.965817805431307,8.039498722595257,11.594727065076778,10.27607146338024,7.286004280005908,5,3
474,-0.72055,-0.72055,-0.72055,-0.33452,-0.33452,268.3913,268.4154,268.40335,116.7533,116.7941,116.7737,0.8674,0.8674,0.8674,1.911,1.911,1.911,-0.36094,-0.36093,-0.360935,1.93148,1.94973,1.940605,-0.52646,-0.51703,-0.521745,0.03373,0.04521,0.03947,0.19104,0.19489,0.1929625,1.9512,1.95121,1.951205,-0.58251,-0.5825,-0.582505,0.03536,0.03536,0.03536,0.2326,0.2326,0.2326,48.75,48.75,48.75,46.9085220500596,51.7431466030989,49.3258343265793,47.303084848861,58.1760908695922,52.7399757929365,43.4991012582385,57.2758664185929,36.9985033334845,51.4998412626423,31.3748484313714,13.811084624553,16.6865315852205,15.2506704410012,14.5273415678729,26.7674259822482,11.1239002238971,30.7732332629056,6.76946800308404,-0.22313,-0.07721,10.9726,102.166585158639,-0.19362,-0.05214,1.702,772.03,-17.514101,11.895096,4.017095357023295,5.149043296637624,-0.2120370601606326,1.3135909188660289,-4.995901716048614,2,7
475,-0.35961,-0.34565,-0.3512875,-0.32004,-0.3138,255.7192,260.9066,258.3129,111.4528,113.2604,112.3566,0.88144,0.88575,0.883595,1.91852,1.92012,1.91932,-0.38027,-0.37716,-0.378715,1.92555,1.93591,1.931095,-0.51937,-0.5123,-0.516825,0.05788,0.06248,0.0601425,0.17086,0.17713,0.17371,1.95779,1.95823,1.95801,-0.57003,-0.56792,-0.568975,0.03988,0.03989,0.039885,0.21615,0.21748,0.216815,52.93,53.0,52.965,62.786799761621,66.6008641239571,64.0625,68.0140897523431,71.4946309974552,69.979361926634,67.4269181041279,73.7086499952698,63.970701619121,74.5258288357749,56.3906457250531,27.0336710369487,35.1162097735399,29.8700089392133,37.3006020731177,44.2337533362299,38.0893065497777,50.5187474377976,34.2509864392943,-0.24136,-0.07996,9.6343,85.8892480644895,-0.2057,-0.04186,1.512,1009.77,-10.7386055,27.620955,-7.477918490282447,10.034921754513162,4.782450570314327,-0.0658356963424854,-5.871259393764824,4,4
476,-0.35571,-0.34431,-0.3518925,-0.33579,-0.32946,252.0485,272.194,262.12125,86.5709,130.6452,108.60805,0.83857,0.87125,0.85491,1.91422,1.9267,1.92046,-0.38399,-0.37121,-0.3776,1.9275,1.93424,1.9311375,-0.52804,-0.52169,-0.5241825,0.05762,0.06112,0.05904,0.16652,0.1864,0.17602,1.95941,1.95956,1.959485,-0.57357,-0.57127,-0.57242,0.04104,0.04227,0.041655,0.21932,0.22221,0.220765,50.4,51.79,51.095,57.3785756853397,66.1725268176401,61.8053486293206,58.5190242691329,73.1115387002669,67.6672770157036,54.774368515657,76.8187695121567,51.3134382511679,78.5441516622069,46.7807677200093,18.3030393325387,34.7884386174017,28.2162544696067,19.0956489355099,47.6227422258085,13.1831225757624,56.4346756645959,9.76824345775319,-0.24316,-0.09052,9.1729,85.2938481689499,-0.20752,-0.04497,5.7377,939.75,-11.674998,27.14506,-3.4673026166652554,8.30191948370724,5.2896926085994656,-0.1149504294995532,-5.712164228162361,4,4
477,-0.37217,-0.33499,-0.3533625,-0.33051,-0.32041,279.7643,287.2787,283.5215,83.4941,126.9739,105.234,0.85625,0.89832,0.877285,1.91362,1.91872,1.91617,-0.37619,-0.37337,-0.37478,1.92803,1.93351,1.9304075,-0.54203,-0.51667,-0.52997,0.05289,0.0572,0.0549525,0.17261,0.1836,0.17755,1.95739,1.95877,1.95808,-0.57405,-0.57206,-0.573055,0.04063,0.04461,0.04262,0.21054,0.21926,0.2149,51.04,51.31,51.175,51.4116507747318,66.6418355184744,60.0100566150179,61.9483582645398,79.5015827695363,70.5329433306437,71.6793857021223,83.9109457286115,68.1164678670235,83.9303369767336,56.5563038317688,15.3679976162098,34.7735399284863,25.4637216924911,30.6374526720874,60.1980013655267,47.8146384535335,72.0554381760272,55.6678307406232,-0.23097,-0.09191,12.988,85.9514033580875,-0.20941,-0.08255,7.7186,1085.85,-11.2701,28.158224,-7.810649031209617,8.67296495586226,6.436181918362259,-1.6385949192189302,-4.8876566779885815,4,4
478,-0.36391,-0.34684,-0.3553775,-0.32377,-0.32376,258.7551,258.7583,258.7567,118.0236,118.0342,118.0289,0.8937,0.89371,0.893705,1.91872,1.91872,1.91872,-0.37331,-0.37331,-0.37331,1.9247,1.93534,1.9300225,-0.5118,-0.51048,-0.5111325,0.05724,0.06252,0.0598775,0.1784,0.18062,0.1795025,1.95811,1.95811,1.95811,-0.56221,-0.56221,-0.56221,0.03935,0.03935,0.03935,0.22778,0.22778,0.22778,53.16,53.16,53.16,60.8685935637664,67.6474970202622,64.2580452920143,69.4742722363602,80.0136552665881,74.7435758177643,73.0503610734445,82.6408817129703,73.312621887614,80.2317565422468,67.523895185668,23.8900476758045,37.0902860548272,30.4901668653158,40.0192415120104,61.1011110421451,49.0996814985336,69.1242786414809,53.0790512041362,-0.2285,-0.07324,10.5906,85.959899224468,-0.20051,-0.03817,1.8779,964.1,-10.581744,27.890781,-10.76571115458113,9.83259738053544,5.284805008384236,1.0344096580915765,-6.076827404605838,4,4
479,-0.49614,-0.28156,-0.3904025,-0.51996,-0.33964,264.3793,316.8123,290.5958,45.4228,60.3532,52.888,0.79966,0.86194,0.8308,1.8943,1.92169,1.907995,-0.32047,-0.31652,-0.318495,1.94284,1.95779,1.950275,-0.52347,-0.49643,-0.5088825,0.03277,0.05913,0.0472,0.18552,0.2211,0.202125,1.93649,1.95904,1.947765,-0.56858,-0.49612,-0.53235,0.04056,0.04686,0.04371,0.1904,0.24516,0.21778,43.54,46.35,44.945,52.9797377830751,65.0737485101311,60.7270560190703,56.6088386816461,67.6059834895413,62.8813388368196,55.3317460818013,62.1519346598972,50.9855322236836,55.5444691369223,36.9562742296329,17.1111442193087,35.8164481525626,28.2870232419547,20.9111786977841,38.1199180684005,18.0773233262906,31.927406893507,13.7430268946438,-0.22536,-0.06857,11.4824,98.4342369062982,-0.17595,-0.00591,1.0292,474.14,0.6840974,13.058455,-2.8016789329533407,1.7099415012914605,-1.947107288081598,1.4649168837557784,0.3523488367857758,4,12
480,-0.48227,-0.46913,-0.475705,-0.32574,-0.32573,304.6203,304.6281,304.6242,31.3089,31.3506,31.32975,0.80744,0.80745,0.807445,1.92732,1.92732,1.92732,-0.3595,-0.35949,-0.359495,1.94593,1.96059,1.95326,-0.50267,-0.49676,-0.4997175,0.0366,0.04975,0.043175,0.20058,0.20433,0.202455,1.9506,1.95061,1.950605,-0.5714,-0.57138,-0.57139,0.03448,0.03448,0.03448,0.24265,0.24266,0.242655,49.48,49.48,49.48,63.2449344457688,64.5001489868892,63.8716105482717,65.3947613431817,67.3452920364968,66.3723542920986,62.6478193686733,64.1078805461827,51.4635584380244,53.7788561839539,36.5540836715757,28.3224076281287,33.7827771156138,31.0525923718713,31.5715970454969,38.2812984917137,27.4731165841506,35.1439563558387,18.3255476438841,-0.24087,-0.07547,10.8898,103.498738245036,-0.19244,-0.00354,1.2754,396.42,-6.969552,20.90629,-5.047614762380972,5.153191300772207,-3.185055907705245,-0.9747127586669958,-1.9866468794541083,4,8
481,-0.47641,-0.4639,-0.4702675,-0.32793,-0.32012,298.3495,313.6863,306.0179,58.4934,66.0751,62.28425,0.80828,0.82167,0.814975,1.92468,1.9253,1.92499,-0.35972,-0.34829,-0.354005,1.94542,1.96008,1.95256,-0.50295,-0.49871,-0.5003,0.03472,0.05321,0.0421275,0.20134,0.20909,0.2047175,1.94952,1.96244,1.95598,-0.57184,-0.56821,-0.570025,0.03426,0.03917,0.036715,0.23989,0.25051,0.2452,47.95,49.41,48.68,63.382747318236,66.8243444576877,64.8716850417163,66.0464899757929,68.5215070448762,67.6350785177829,62.5027592948819,66.2617072939989,52.9502471767427,58.3409678443467,41.7449889845898,30.080452920143,34.9076281287247,32.6560637663886,33.9550617590466,38.656818322885,29.8350730030589,34.5763299801331,20.776452446823,-0.23925,-0.07472,10.808,102.213634466021,-0.18986,-0.00438,1.2409,441.54,-6.5378766,20.769308,-5.535478599688306,5.333164142441328,-2.778657713931493,0.2429364848222486,-1.6728785579384975,4,8
482,-0.36064,-0.33432,-0.3519675,-0.33133,-0.31687,277.1299,297.5805,287.3552,107.7935,135.4808,121.63715,0.83385,0.8749,0.854375,1.91607,1.91823,1.91715,-0.37076,-0.37022,-0.37049,1.92583,1.93822,1.9305475,-0.5292,-0.5243,-0.5268025,0.04805,0.06072,0.05498,0.17626,0.18553,0.1795,1.95844,1.9612,1.95982,-0.57474,-0.57311,-0.573925,0.03631,0.04508,0.040695,0.21435,0.21946,0.216905,50.01,50.47,50.24,48.1823599523242,63.1480929678188,56.4036427294398,58.3297126187077,69.4540996834461,64.2802277946745,65.0050455677841,72.4283371700672,62.2069028073836,71.4186584425597,57.5303279575096,11.2857568533969,36.4645411203814,22.1357270560191,24.8587921296009,41.2233877475017,38.9454763331336,50.3043108069755,32.9048936459703,-0.23524,-0.08523,11.9984,86.7860970191736,-0.20578,-0.07235,9.3863,1120.01,-11.648314,27.958319,-3.631627682417331,7.760528925126939,5.205434939935113,-1.3490348363004696,-5.668841502799714,4,4
483,-0.75803,-0.48583,-0.6182675,-0.67772,-0.13965,119.5026,316.1263,217.81445,52.3424,251.2569,151.79965,0.77052,1.53105,1.150785,1.89074,1.9372,1.91397,-0.40028,-0.31214,-0.35621,1.95165,1.95979,1.9549675,-0.76978,-0.52867,-0.64749,0.04748,0.10638,0.07469,0.20318,0.21274,0.207895,1.94105,1.96618,1.953615,-0.65576,-0.58369,-0.619725,0.04393,0.10637,0.07515,0.19821,0.23189,0.21505,40.94,62.35,51.645,46.9122467222884,56.8347735399285,51.9535905840286,44.1065110793868,59.2685121966358,53.2151945875489,41.139509949229,54.872126391473,39.3727606694181,50.0920676674679,29.4370470730888,6.4958283671037,16.4034564958284,13.5242848629321,4.46899633790578,31.2860778350195,4.98249818674908,41.3878464886002,5.18662977912831,-0.2215,-0.07326,10.9577,86.741351763027,-0.19182,-0.05137,1.1821,557.8,-24.13927,-21.30716,8.734968666609278,7.4136645395004095,10.564798534348574,10.178372676428811,7.096003761206531,5,3
485,-0.76891,-0.32285,-0.54203,-0.68232,-0.14187,114.262,340.6727,227.46735,68.1814,269.8569,169.01915,0.81938,1.52802,1.1737,1.83014,1.92635,1.878245,-0.4071,-0.32629,-0.366695,1.95242,1.96218,1.955795,-0.78663,-0.56765,-0.6739675,0.04754,0.10559,0.07603,0.19834,0.23901,0.21873,1.95856,1.97442,1.96649,-0.70092,-0.59665,-0.648785,0.04487,0.08476,0.064815,0.1957,0.2356,0.21565,39.89,61.47,50.68,42.3271752085816,64.4368295589988,52.6873510131108,39.409409720067,64.6499286201974,51.5773384644032,36.5464665258112,59.6417646873325,34.643748015783,50.5537666107306,30.6737901550127,5.38587604290822,36.0324791418355,18.2993146603099,4.97796536527838,35.5564521134629,5.53908738292706,27.5771814196966,6.57807610322464,-0.23308,-0.08395,11.3696,84.3858769826902,-0.19841,-0.06025,1.344,617.78,-23.250628,-21.092878,9.55605724935968,7.409573456000032,12.064733458921989,9.290452669805696,6.595911593835311,5,3
487,-0.51082,-0.49727,-0.5036925,-0.51677,-0.33925,305.2003,317.886,311.54315,36.2823,51.8371,44.0597,0.82899,0.86937,0.84918,1.89065,1.91588,1.903265,-0.31208,-0.30937,-0.310725,1.95424,1.96174,1.95821,-0.52444,-0.51583,-0.520195,0.03461,0.04132,0.03826,0.21633,0.22576,0.2217725,1.93776,1.96049,1.949125,-0.56832,-0.50127,-0.534795,0.04115,0.04864,0.044895,0.20217,0.24743,0.2248,43.19,44.18,43.685,56.7640047675805,61.8891537544696,59.8526892133492,59.6083421264974,62.6606045558935,61.4025355347278,58.2037778688783,59.7190249440257,52.1942038187673,54.1271713002857,42.9199660713981,20.634684147795,28.5756853396901,24.6126340882002,23.6794736515424,29.3712370430141,21.5161931191069,26.9165273879726,17.5400244909066,-0.22957,-0.05983,11.274,96.8954422345305,-0.17042,-0.00619,0.7326,511.21,2.9738681,11.511353,-2.357570801883621,-0.1372010652364418,-3.847654818825639,1.3571667419125777,1.4814995687314243,3,12
