Ligand_ID,NoPd_R_NBO_min,NoPd_R_NBO_max,NoPd_R_NBO_avg,NoPd_Rback_NBO_min,NoPd_Rback_NBO_max,NoPd_P_NMR_min,NoPd_P_NMR_max,NoPd_P_NMR_avg,NoPd_aniso_P_NMR_min,NoPd_aniso_P_NMR_max,NoPd_aniso_P_NMR_avg,NoPd_P_NBO_min,NoPd_P_NBO_max,NoPd_P_NBO_avg,NoPd_P_LP_occ_min,NoPd_P_LP_occ_max,NoPd_P_LP_occ_avg,NoPd_P_LP_eng_min,NoPd_P_LP_eng_max,NoPd_P_LP_eng_avg,NoPd_P_R_bond_occ_min,NoPd_P_R_bond_occ_max,NoPd_P_R_bond_occ_avg,NoPd_P_R_bond_eng_min,NoPd_P_R_bond_eng_max,NoPd_P_R_bond_eng_avg,NoPd_P_R_antibond_occ_min,NoPd_P_R_antibond_occ_max,NoPd_P_R_antibond_occ_avg,NoPd_P_R_antibond_eng_min,NoPd_P_R_antibond_eng_max,NoPd_P_R_antibond_eng_avg,NoPd_P_RBack_bond_occ_min,NoPd_P_RBack_bond_occ_max,NoPd_P_RBack_bond_occ_avg,NoPd_P_RBack_bond_eng_min,NoPd_P_RBack_bond_eng_max,NoPd_P_RBack_bond_eng_avg,NoPd_P_RBack_antibond_occ_min,NoPd_P_RBack_antibond_occ_max,NoPd_P_RBack_antibond_occ_avg,NoPd_P_RBack_antibond_eng_min,NoPd_P_RBack_antibond_eng_max,NoPd_P_RBack_antibond_eng_avg,NoPd_LP_P_s_min,NoPd_LP_P_s_max,NoPd_LP_P_s_avg,quadrants_3.0_Ang_min,quadrants_3.0_Ang_max,quadrants_3.0_Ang_avg,quadrants_4.0_Ang_min,quadrants_4.0_Ang_max,quadrants_4.0_Ang_avg,quadrants_5.0_Ang_min,quadrants_5.0_Ang_max,quadrants_6.0_Ang_min,quadrants_6.0_Ang_max,quadrants_7.0_Ang_min,octants_3.0_Ang_min,octants_3.0_Ang_max,octants_3.0_Ang_avg,octants_4.0_Ang_min,octants_4.0_Ang_max,octants_5.0_Ang_min,octants_5.0_Ang_max,octants_6.0_Ang_min,Homo,Lumo,dipole,bite_angle,NoPd_Homo,NoPd_Lumo,NoPd_dipole,pol,TSNE1,TSNE2,PC1,PC2,PC3,PC4,PC5,tsne_ward_clusters,pca_kmeans_clusters
225,-0.5204,-0.30641,-0.414115,-0.50808,-0.28614,295.8071,298.7648,297.28595,39.4693,40.585,40.02715,0.83223,0.85635,0.84429,1.86985,1.92401,1.89693,-0.32602,-0.32601,-0.326015,1.95027,1.96505,1.9568675,-0.55372,-0.5224,-0.5379,0.03405,0.03933,0.0370575,0.22393,0.25333,0.23816,1.94131,1.94916,1.945235,-0.54353,-0.49424,-0.518885,0.0449,0.04781,0.046355,0.19865,0.23519,0.21692,44.0,46.13,45.065,55.4491954707986,70.6011620977354,63.1192267580453,58.7874743963752,74.492582707467,66.7746415492521,60.27640251017,73.1804421178771,53.6895097283323,67.6447911469908,44.5153504152838,20.8358164481526,51.5122169249106,35.0324046483909,25.9605238656818,55.6793495127553,26.2684872757087,53.2938097190249,20.4099959181822,-0.22216,-0.08291,8.989,104.92506661669,-0.18105,-0.02385,0.9419,780.64,1.9454485,19.06686,-6.649334484017065,-0.171208547382962,-1.0712281500194494,0.3983605704636534,3.026190704312581,4,0
226,-0.5214,-0.30097,-0.408495,-0.51789,-0.27935,296.8836,297.9954,297.4395,30.465,45.2362,37.8506,0.82909,0.83493,0.83201,1.88469,1.92488,1.904785,-0.33963,-0.32848,-0.334055,1.94928,1.96461,1.9570475,-0.54966,-0.5224,-0.5352525,0.03202,0.04473,0.038325,0.22211,0.24439,0.2323225,1.94684,1.94896,1.9479,-0.53968,-0.50505,-0.522365,0.04459,0.04593,0.04526,0.20787,0.22582,0.216845,45.36,46.53,45.945,54.3802145411204,70.1132300357569,62.5195545292014,61.1507665570107,73.1208491093042,67.0240829247098,63.3061082904986,72.2659329570181,60.1365141276248,71.1429089754637,43.4180789352339,20.5974374255066,44.6960667461263,32.7044845053635,29.1508906957979,48.1999875861213,32.5722935259058,47.663271420012,31.0853099913828,-0.22637,-0.07426,8.7785,104.377535318667,-0.18632,-0.0254,0.8235,778.07,1.3000332,20.93098,-6.905563245992089,1.1805213320454266,-1.308833671303526,-0.1425089766113702,2.5815050989318915,4,0
229,-0.52035,-0.38078,-0.450325,-0.50805,-0.28504,295.3528,306.1889,300.77085,33.3696,40.4481,36.90885,0.83391,0.85569,0.8448,1.87222,1.92515,1.898685,-0.3232,-0.31428,-0.31874,1.95297,1.96497,1.95793,-0.55057,-0.51668,-0.5337375,0.03394,0.04119,0.0371125,0.22786,0.26685,0.247055,1.94054,1.94994,1.94524,-0.53363,-0.48821,-0.51092,0.04748,0.05047,0.048975,0.20316,0.24247,0.222815,43.41,46.55,44.98,54.1306615017878,71.3609952324195,62.7495530393325,55.9353857612811,75.1256905220036,64.6142387188877,53.7416038598594,73.5951247201287,49.8557757721439,67.7196244727652,41.7930924554403,20.753873659118,53.2106674612634,35.2521603098927,21.9353236918875,56.9983241263733,16.4627416353947,54.2871558765097,12.3552088530092,-0.20209,-0.07595,9.1927,106.347455342692,-0.17416,-0.01413,3.6335,689.38,3.292048,18.379398,-5.633349697651037,-1.494240173754697,-1.6307575749591825,1.914425457943369,3.359813776221125,4,0
231,-0.30534,-0.27569,-0.290685,-0.52992,-0.28559,251.2502,303.8666,277.5584,37.383,48.5452,42.9641,0.7814,0.84701,0.814205,1.88412,1.92275,1.903435,-0.36124,-0.32691,-0.344075,1.94339,1.95157,1.948285,-0.57627,-0.50385,-0.5400425,0.03694,0.06361,0.0479075,0.17258,0.21553,0.1944175,1.94608,1.95001,1.948045,-0.56044,-0.5153,-0.53787,0.04163,0.04329,0.04246,0.19261,0.20441,0.19851,45.36,45.83,45.595,60.4216328963051,65.0923718712753,63.6909639451728,60.942834088511,68.6813357333499,65.1065265967352,57.9853993882249,65.0042571978178,51.7057462923489,57.6452446822985,35.682528477824,31.0637663885578,39.3027413587604,34.0099821215733,28.570541865806,42.8247781019179,21.6864810318186,35.9512472012866,16.9495215202504,-0.23794,-0.08705,11.871,104.797198532605,-0.19557,-0.06032,3.2309,568.85,-0.29021183,25.058714,-4.57347177557492,3.6868569222152576,0.7177519489485885,-2.278422888904616,0.4057173857383114,4,0
232,-0.36465,-0.27675,-0.320255,-0.53356,-0.28065,251.866,306.4673,279.16665,33.3128,50.5232,41.918,0.78891,0.84374,0.816325,1.8845,1.92321,1.903855,-0.33457,-0.31846,-0.326515,1.94306,1.95214,1.9482275,-0.55583,-0.4932,-0.524425,0.0368,0.06401,0.0485225,0.18205,0.24519,0.2140475,1.94828,1.95009,1.949185,-0.53888,-0.50537,-0.522125,0.04122,0.04877,0.044995,0.20326,0.22543,0.214345,44.75,45.84,45.295,59.7996126340882,65.1668653158522,63.6630289034565,60.5983489541307,68.7682328843647,65.0498882750915,57.7630790577402,65.0925546340387,51.6649281146537,57.7849335570774,35.7052993515994,30.7583432657926,39.3474374255066,34.1384833134684,28.4277822605673,42.9240891316492,21.7574343287818,36.0237772381823,17.370402285818,-0.22269,-0.07287,8.8201,104.708044468197,-0.1827,-0.0243,1.1847,584.53,-1.6854346,24.137693,-5.381444390909164,1.990104041752604,-0.9387281837444162,0.6814229964199853,0.5359092473952354,4,0
233,-0.31378,-0.27691,-0.294285,-0.53287,-0.27749,251.5563,300.6232,276.08975,42.2241,49.7111,45.9676,0.78923,0.84066,0.814945,1.88458,1.92282,1.9037,-0.33477,-0.31829,-0.32653,1.94279,1.95072,1.94729,-0.54982,-0.49434,-0.5221575,0.03787,0.0642,0.048675,0.18218,0.24701,0.214395,1.94711,1.94984,1.948475,-0.53907,-0.50536,-0.522215,0.04146,0.04556,0.04351,0.20188,0.22571,0.213795,44.85,45.77,45.31,60.2130512514899,66.6232121573302,64.3949269964243,64.454410030414,69.4758239711998,68.0839178201229,66.1410866891615,68.0111002491249,55.6152206449272,65.2201913918999,38.9845898111725,30.7434445768772,40.457389749702,35.0771007151371,35.0257587983365,44.0165104586928,35.5523319983602,42.1383746964776,24.7675631547916,-0.2247,-0.07341,9.5214,103.870010140261,-0.18222,-0.0282,1.2735,726.38,-1.7993327,23.364481,-7.588928657552871,2.429059801533326,-0.4161304890093987,0.3503556426339189,0.2038206312406945,4,0
234,-0.51951,-0.48873,-0.509035,-0.49105,-0.28912,276.6436,292.7773,284.71045,59.5028,87.2474,73.3751,0.81496,0.83941,0.827185,1.89281,1.91534,1.904075,-0.3164,-0.31281,-0.314605,1.94882,1.96164,1.9576825,-0.52038,-0.51067,-0.51537,0.03613,0.0517,0.0419175,0.20965,0.21939,0.21626,1.93929,1.95752,1.948405,-0.54644,-0.49242,-0.51943,0.03362,0.04384,0.03873,0.19577,0.23696,0.216365,44.42,44.93,44.675,61.9487485101311,67.7778605482717,64.6798644219309,64.2806157283843,70.4068648749302,66.726537769226,61.5780013244615,68.2996436567753,56.1535670551952,62.5615674180235,44.9485662888599,25.9982121573301,36.6358760429082,32.4623808104887,29.5481348147229,41.1768357023152,25.2120715209233,37.5169499542745,18.1250850378702,-0.22279,-0.06604,10.0809,99.9962698815924,-0.17587,-0.0232,0.4832,574.63,-2.409161,19.877726,-6.002440816821904,2.0230828853522764,-2.743149631292591,1.610404007598846,1.054273566831434,4,0
235,-0.51183,-0.49598,-0.5020225,-0.49814,-0.28251,256.5656,291.7146,274.1401,52.8343,61.4111,57.1227,0.8082,0.83536,0.82178,1.87504,1.93857,1.906805,-0.35608,-0.31745,-0.336765,1.95358,1.96865,1.9599725,-0.5218,-0.51462,-0.51789,0.0336,0.04323,0.03701,0.20859,0.21719,0.2131725,1.93909,1.9593,1.949195,-0.54627,-0.48258,-0.514425,0.03898,0.04219,0.040585,0.18681,0.23196,0.209385,43.53,50.73,47.13,63.0698748510131,72.3852800953516,67.5515867103695,63.0516417354602,77.0017379430203,69.8020762212153,59.4951278736085,76.4718867270033,54.6088257970883,68.1627284684113,45.6160375264,33.4326579261025,54.5441001191895,42.9454707985697,32.741605114518,61.6069765998386,25.9783671281259,60.5436599287314,18.5441516622069,-0.22429,-0.07562,11.121,100.945871736561,-0.17867,-0.01977,0.9136,591.21,-1.0446949,21.192457,-8.485432782296439,3.3730412272295145,-2.171876694639108,0.8874065435651243,3.252253764236816,4,0
239,-0.38816,-0.36752,-0.3776125,-0.2891,-0.28536,300.7754,302.6331,301.70425,45.7264,51.2669,48.49665,0.85721,0.86281,0.86001,1.85509,1.86155,1.85832,-0.29657,-0.29649,-0.29653,1.95247,1.9552,1.95369,-0.54731,-0.53945,-0.54311,0.03344,0.0514,0.0431775,0.2752,0.2788,0.276935,1.94856,1.94911,1.948835,-0.52995,-0.52807,-0.52901,0.05295,0.05342,0.053185,0.25028,0.25183,0.251055,41.55,41.6,41.575,55.6689511323004,60.2316746126341,58.1328218116806,54.3200297933089,68.0078828129849,61.5402520017379,53.0092081612059,73.1835955977421,51.6114109483423,70.7057009388181,50.105315291211,13.8408820023838,33.2166269368296,23.5157181168057,11.6845633418162,44.6216870461176,11.9343445492101,52.8680899372458,12.5103179282507,-0.19137,-0.06336,12.2137,92.6067397920136,-0.15756,-0.01848,1.5518,1047.6,25.726168,2.4864407,-2.884185207070049,-6.809726362404714,-0.1275850920337459,4.39447701080739,0.0526617222326365,7,9
241,-0.34359,-0.0469,-0.19474,-0.30169,-0.28834,304.5694,336.8414,320.7054,41.4069,84.9578,63.18235,0.84681,0.85654,0.851675,1.84415,1.87079,1.85747,-0.33679,-0.32608,-0.331435,1.95029,1.96002,1.955475,-0.59647,-0.55565,-0.57513,0.03301,0.05618,0.042955,0.23523,0.25054,0.24282,1.94743,1.94859,1.94801,-0.56153,-0.54859,-0.55506,0.04671,0.05268,0.049695,0.22526,0.23163,0.228445,42.8,44.65,43.725,48.6181466030989,62.8314958283671,54.5534117997616,47.7127428465024,67.2739122338775,56.9990999937931,46.289930938791,68.0765349563243,43.2201006848383,66.1599165495034,35.0258734053273,8.95411203814064,29.2759237187127,17.3755959475566,7.61281112283533,37.7164670101173,7.56046797641197,40.4149979502381,7.13773867295569,-0.22483,-0.0757,11.3733,92.7082881887017,-0.18598,-0.03057,2.4024,714.81,-8.252455,-3.3906865,1.713419306024757,-3.3895554149019835,1.7120492193800942,0.1885451466306733,1.1393722985627237,8,10
242,-0.34621,-0.32179,-0.33103,-0.23797,-0.18671,287.9608,304.6967,296.32875,47.9838,76.5345,62.25915,0.83446,0.85613,0.845295,1.85042,1.87673,1.863575,-0.33034,-0.31566,-0.323,1.94479,1.95355,1.94822,-0.5594,-0.54967,-0.554055,0.04232,0.05353,0.0456575,0.24111,0.25295,0.2454875,1.94803,1.95554,1.951785,-0.5628,-0.54973,-0.556265,0.04122,0.04866,0.04494,0.22092,0.23966,0.23029,41.47,43.41,42.44,50.8715733015495,65.7367401668653,57.4167535756853,53.8110607659363,70.8816957358327,60.9882223325678,53.4885371006906,72.7105736179874,48.3772506689646,71.6817089210395,43.9529098330326,8.64868891537545,36.7625148986889,21.1617252681764,11.0855936937496,46.5520451865185,10.0075683516761,49.6073917568036,7.9395890970112,-0.22478,-0.07644,11.4249,91.1940667910064,-0.19067,-0.03201,2.8983,997.72,19.509996,-1.213902,-1.5228422334658265,-2.679522534900431,2.2840293617723533,1.1816090269883557,-1.05855243831346,7,9
243,-0.33381,-0.329,-0.331405,-0.70368,-0.70367,317.0335,317.0336,317.03355,30.0609,30.0653,30.0631,0.81228,0.8123,0.81229,1.89277,1.89279,1.89278,-0.3728,-0.37279,-0.372795,1.95386,1.96072,1.95729,-0.61238,-0.61071,-0.611545,0.03838,0.04658,0.04248,0.18423,0.19195,0.18809,1.96019,1.96019,1.96019,-0.57798,-0.57798,-0.57798,0.04001,0.04001,0.04001,0.15273,0.15274,0.152735,44.01,44.01,44.01,53.9220798569726,55.5125148986889,54.7154350417163,53.2260567314257,54.5760660418348,53.9026131214698,49.7280123616411,52.514111822396,43.8768198104222,48.4425597532768,37.7609399816694,20.2547675804529,22.9886769964243,21.6179976162098,20.203587610949,22.3108435230588,19.999369304027,23.4681971555612,21.5166220690281,-0.27263,-0.10849,9.3681,87.4310205827062,-0.23359,-0.08487,1.1748,501.85,9.309876,-22.901789,3.8209477939926217,5.199314547182278,0.1754248303135366,-8.33570139615919,2.35092764415208,9,2
244,-0.33134,-0.31516,-0.3199875,-0.34997,-0.33457,309.1149,319.009,314.06195,41.849,64.819,53.334,0.86048,0.88312,0.8718,1.87915,1.8948,1.886975,-0.38604,-0.37607,-0.381055,1.95097,1.95354,1.952145,-0.60415,-0.59463,-0.600435,0.03523,0.05096,0.0420275,0.18749,0.1994,0.191315,1.9457,1.95472,1.95021,-0.62255,-0.61554,-0.619045,0.03649,0.03955,0.03802,0.19766,0.20932,0.20349,43.86,45.06,44.46,49.3779797377831,64.2282479141836,57.2919770560191,49.6462044565825,63.8585438520266,57.7047514120787,48.1339282898679,63.5126612216581,44.5503197423919,60.7986756769015,39.4696094225876,11.807210965435,31.4585816448153,20.8265047675804,11.678356402458,30.6436596114456,11.2594998580934,30.2765601841632,11.6204816544968,-0.26606,-0.11048,11.4528,100.18268102116,-0.23731,-0.08307,3.5776,594.06,12.957543,-18.991745,2.720355144951411,3.3310771225875344,4.213343355511332,-6.233987368414796,-0.261426643226275,9,2
245,-0.33251,-0.28401,-0.3073375,-0.5182,-0.3417,263.6735,310.1126,286.89305,53.7303,69.0461,61.3882,0.79631,0.89556,0.845935,1.83566,1.91607,1.875865,-0.32379,-0.31695,-0.32037,1.94234,1.95731,1.949295,-0.56731,-0.50052,-0.5324675,0.04093,0.0605,0.0499625,0.18273,0.24262,0.2124525,1.93459,1.95241,1.9435,-0.58401,-0.49412,-0.539065,0.04291,0.04743,0.04517,0.18371,0.24483,0.21427,41.34,46.28,43.81,54.2275029797378,63.4497914183552,58.6756927890346,56.1246974117063,65.3171746012041,60.4932189187512,52.4431585254328,60.8527009555044,47.1495305909565,51.7030250805025,35.8336701525079,16.9398092967819,32.777115613826,25.763557806913,17.7642604431755,34.42678915027,12.6170729399893,28.474346441298,8.43938500612273,-0.22741,-0.07229,11.6786,95.4850550156121,-0.18209,-0.02696,1.1062,475.38,-0.38042533,11.9722595,-1.101411773659301,0.0207031989166515,0.3360593844355171,1.0278505451719482,0.60236417455111,3,12
246,-0.50064,-0.32594,-0.412775,-0.50689,-0.33908,311.3818,313.8934,312.6376,33.5831,60.8865,47.2348,0.79592,0.90251,0.849215,1.83125,1.92952,1.880385,-0.3417,-0.30899,-0.325345,1.95149,1.96106,1.95718,-0.56412,-0.50779,-0.5349425,0.03661,0.04526,0.0416375,0.20643,0.25279,0.23055,1.93384,1.95345,1.943645,-0.57844,-0.49279,-0.535615,0.04194,0.04468,0.04331,0.19222,0.24935,0.220785,40.89,49.05,44.97,54.484505363528,74.929231227652,61.0240986293206,56.3729749860344,76.2724225684315,62.9736670597728,54.3108069754975,73.709438365236,51.8177695133566,62.1488502879949,43.0907476247132,16.1054827175209,53.7768176400477,29.8364868891538,17.3235677487431,54.2176152938986,14.8166251458484,49.3251553088834,13.6160370084811,-0.22733,-0.06824,9.9284,94.6598127190392,-0.17665,-0.01791,0.608,598.08,2.6237788,16.71342,-4.573074056056077,-0.5276097880443372,-0.5495691645875268,1.2977882232890114,3.0695037064488457,4,0
247,-0.33757,-0.31893,-0.328955,-0.30836,-0.30412,291.639,293.1196,292.3793,53.2198,66.5634,59.8916,0.85768,0.85944,0.85856,1.85327,1.85842,1.855845,-0.36603,-0.36344,-0.364735,1.95348,1.95543,1.9543325,-0.61025,-0.60322,-0.6070075,0.03377,0.04499,0.03948,0.19515,0.19881,0.19676,1.94674,1.94675,1.946745,-0.58899,-0.58853,-0.58876,0.04742,0.04864,0.04803,0.18614,0.18771,0.186925,42.41,42.6,42.505,53.8252383790226,63.1592669845054,58.3125372467223,51.4663894233753,64.302340016138,58.2245825833282,48.5486108921195,65.9873545457412,46.0569640346501,63.2885845163046,43.1485287169182,10.6823599523242,31.1829558998808,21.8805870083433,7.19384271615666,33.6695425485693,5.22689287628899,36.8389517832929,4.12626422967028,-0.25777,-0.11862,13.2419,94.6147338590607,-0.23052,-0.08292,3.395,688.94,9.400423,-19.09281,2.5586843098477803,0.4124420612630514,4.80668908403429,-6.0309311474041465,0.9914479747569688,9,2
248,-0.34218,-0.30659,-0.323585,-0.31305,-0.30457,288.9171,295.565,292.24105,49.2021,53.0944,51.14825,0.84924,0.8665,0.85787,1.85423,1.86857,1.8614,-0.35434,-0.32121,-0.337775,1.94995,1.95516,1.9523825,-0.58811,-0.56313,-0.57709,0.03662,0.04927,0.042745,0.21238,0.24467,0.2286875,1.94943,1.95111,1.95027,-0.57674,-0.56083,-0.568785,0.04317,0.04789,0.04553,0.21193,0.22852,0.220225,41.05,44.21,42.63,56.2313766388558,62.310041716329,58.0983685935638,55.4807274532928,64.8004468996338,59.879119855999,51.0311879158652,65.0767872347135,47.058369994104,61.8808109211302,40.3223786454746,15.9043504171633,35.1087604290822,25.0856674612634,17.0908075228105,38.5202656570045,11.2563463782284,45.7428021822081,8.30423148442106,-0.23704,-0.09343,12.9164,93.2632209776198,-0.19311,-0.05083,3.7489,761.21,10.873379,-11.922568,-0.3379847299383622,-1.444258600270436,2.374609326286547,-1.2422209180038617,0.0206611354640431,9,5
249,-0.33921,-0.33089,-0.33495,-0.25102,-0.24651,293.9715,299.4179,296.6947,51.7697,65.3481,58.5589,0.8486,0.84991,0.849255,1.85862,1.86513,1.861875,-0.31157,-0.30685,-0.30921,1.95052,1.95462,1.9523275,-0.55861,-0.55024,-0.5544525,0.03723,0.0507,0.0432925,0.25351,0.25711,0.255485,1.94834,1.94942,1.94888,-0.54155,-0.54104,-0.541295,0.04915,0.04979,0.04947,0.23801,0.23809,0.23805,41.2,41.76,41.48,57.5014898688915,64.4219308700834,60.186978545888,58.2304015889765,72.7701570355658,64.8361368009435,56.3574154079026,74.7019961527546,53.7248854823348,73.2831420926119,50.9355982762449,17.1781883194279,40.576579261025,28.076579261025,19.2539258891441,52.5727763639749,19.5831099618429,55.9663839046388,19.0385051476257,-0.223,-0.07737,11.8161,91.8580058747204,-0.17789,-0.02223,1.7597,1000.27,22.801008,3.8822339,-4.636283946273208,-4.116762026325763,1.3168194386934229,1.7209290888490034,0.0562251659277859,7,9
251,-0.50967,-0.5018,-0.5057375,-0.71914,-0.71913,271.1525,271.1774,271.16495,167.8398,167.8817,167.86075,0.79739,0.7974,0.797395,1.91543,1.91544,1.915435,-0.34561,-0.34559,-0.3456,1.93128,1.94617,1.9387275,-0.50919,-0.5028,-0.5059975,0.04355,0.05153,0.0475425,0.19526,0.20184,0.19855,1.97003,1.97003,1.97003,-0.53363,-0.53362,-0.533625,0.03592,0.03592,0.03592,0.20099,0.20101,0.201,48.92,48.93,48.925,48.3946662693683,69.8487783075089,59.1198599523242,53.2276084662653,70.814971137732,62.0212898019986,53.4901138406231,65.9889312856737,47.736405279151,54.0351036328178,38.9077381121807,13.1182955899881,41.4705005959476,27.2943980929678,16.2063186642667,42.5361554217615,14.3609473053515,35.6563968339062,10.6199827656583,-0.23974,-0.06617,11.0628,86.1712543241722,-0.17489,-0.01704,1.0132,452.89,-15.263995,18.519814,-0.2800239073396246,8.087141723811202,-1.900077979893405,2.696918455707852,-4.349397233885984,1,7
253,-0.35667,-0.34655,-0.3515075,-0.27968,-0.27689,288.3512,294.2448,291.298,59.3879,68.0331,63.7105,0.86009,0.86318,0.861635,1.84738,1.85701,1.852195,-0.33191,-0.32614,-0.329025,1.95215,1.95468,1.9532925,-0.57982,-0.5725,-0.5759425,0.03689,0.0464,0.0416025,0.23385,0.23861,0.23615,1.94769,1.94905,1.94837,-0.56486,-0.56223,-0.563545,0.05396,0.05555,0.054755,0.20325,0.20489,0.20407,41.01,41.76,41.385,56.1829558998808,67.3606972586412,61.7811382598331,57.4731549872758,74.6012041462355,66.2338619576687,57.1993945318659,78.0107849011384,55.7431176017053,76.0283913102635,54.2299744396942,16.2842669845054,45.8954112038141,31.0358313468415,18.2515051827944,58.4383340574763,19.9031881681436,62.998644003658,20.5360787337294,-0.23746,-0.10112,6.0414,96.0331329033138,-0.20184,-0.06418,3.4294,986.67,21.809095,8.439444,-4.642637757429103,-1.953825568245696,4.253446332463152,-1.7864264333635929,2.0658337325111167,7,9
254,-0.31589,-0.30902,-0.312455,-0.3123,-0.31217,296.5198,296.5311,296.52545,56.3748,56.7551,56.56495,0.84762,0.84772,0.84767,1.86857,1.86859,1.86858,-0.35275,-0.35273,-0.35274,1.95249,1.95507,1.9538025,-0.58927,-0.58547,-0.5873875,0.0372,0.04291,0.040045,0.21407,0.21451,0.214295,1.9479,1.94797,1.947935,-0.57843,-0.57839,-0.57841,0.04303,0.04309,0.04306,0.21084,0.21088,0.21086,43.17,43.18,43.175,54.3913885578069,60.0528903456496,57.2240017878427,52.6503631059525,60.7162808019366,56.6891409595928,48.4957901043802,56.9731323515499,44.4110844029208,50.5324504512676,37.960469763126,12.4627532777116,33.6933849821216,23.0855184743743,9.16764943206505,34.5385140587177,5.49651540474914,29.6032922329791,3.63826023855957,-0.2435,-0.10071,13.106,95.1712252029445,-0.20934,-0.0641,2.7712,593.28,8.594114,-15.915525,2.515200862417522,-0.4487714639735828,2.141141443221169,-3.58211150837042,-0.6077680943394271,9,2
255,-0.37145,-0.36471,-0.36829,-0.30548,-0.30019,300.839,302.1771,301.50805,50.2744,52.4222,51.3483,0.85076,0.85247,0.851615,1.86872,1.86962,1.86917,-0.31751,-0.31631,-0.31691,1.95285,1.95496,1.9541625,-0.55924,-0.55457,-0.5570975,0.03537,0.04568,0.0407025,0.25284,0.255,0.2536425,1.94853,1.94961,1.94907,-0.54634,-0.54468,-0.54551,0.04807,0.04867,0.04837,0.2401,0.24144,0.24077,42.44,42.62,42.53,53.6688021454112,61.1777413587604,57.5154573897497,51.916392526845,61.3819750481038,56.8962975606728,47.9699473368863,57.4500961811359,44.0228581795093,51.0190938364552,37.9544924087599,11.30810488677,36.2410607866508,24.0017878426698,7.97591707529018,36.2392154428651,5.00930276560184,30.9056794172369,3.40967844346682,-0.21676,-0.07342,11.2333,95.4789889681153,-0.17667,-0.02447,1.5262,623.69,-0.5463947,-0.59680724,1.054709336694021,-4.192146053621432,-0.7053313367968745,1.7141564255676969,-0.4909140967584952,8,10
256,-0.34397,-0.33562,-0.3398025,-0.30103,-0.30086,298.3444,298.6352,298.4898,51.501,52.4847,51.99285,0.84866,0.84885,0.848755,1.86621,1.86677,1.86649,-0.31958,-0.31938,-0.31948,1.95201,1.95487,1.9534425,-0.5602,-0.55548,-0.557825,0.03633,0.04504,0.040725,0.24906,0.25047,0.2497175,1.94915,1.94918,1.949165,-0.54863,-0.54862,-0.548625,0.04535,0.04537,0.04536,0.2376,0.23761,0.237605,42.6,42.63,42.615,55.7844159713945,59.136620977354,57.4763483313468,53.9522686363354,59.9279995034449,56.9622462913537,49.4039923055091,56.266752861783,45.1612318018958,49.9863939407683,39.40499706825,14.8092967818832,33.1048867699643,23.9924761620977,11.3462851467941,34.0264415616659,6.548200939737,28.9647125603103,4.13079958274752,-0.21911,-0.07526,12.6581,94.7585569838573,-0.18003,-0.02684,1.9486,741.77,0.7692473,-3.254544,0.8179306742990693,-3.830677271512593,-0.4787899035569978,0.974735878949694,-1.06130373171806,8,10
257,-0.32442,-0.31346,-0.318515,-0.31539,-0.29791,289.7994,298.0305,293.91495,35.1208,60.489,47.8049,0.85487,0.85759,0.85623,1.85449,1.86179,1.85814,-0.356,-0.34787,-0.351935,1.94833,1.95476,1.95211,-0.59445,-0.58552,-0.5905475,0.036,0.05062,0.042315,0.21331,0.21798,0.21526,1.94651,1.95146,1.948985,-0.5849,-0.57609,-0.580495,0.04376,0.04453,0.044145,0.20113,0.20841,0.20477,42.13,43.12,42.625,56.1568831942789,59.851758045292,57.6458209177592,55.7088324747067,61.8055986593011,58.7471292905468,54.8074800542399,64.0463876888146,51.5746745884167,61.0050342419157,47.4248988119297,14.7943980929678,28.195768772348,21.8098182359952,13.6800943454782,34.796102042083,14.2032733120999,39.5446375074895,12.703523969341,-0.25106,-0.10628,12.2699,92.1503564458923,-0.20917,-0.07877,2.3899,1248.69,10.800491,-15.6018095,0.1281549685871159,-0.5609931665235615,3.973646160654933,-4.0069156286934495,-0.0484577277418535,9,2
258,-0.32962,-0.31877,-0.3241975,-0.32046,-0.32045,294.9468,294.9517,294.94925,57.8148,57.8506,57.8327,0.85304,0.85305,0.853045,1.86753,1.86755,1.86754,-0.36725,-0.36723,-0.36724,1.95215,1.95478,1.9534625,-0.60641,-0.60232,-0.6043625,0.03794,0.04509,0.041515,0.19575,0.19722,0.196485,1.94893,1.94893,1.94893,-0.59456,-0.59456,-0.59456,0.04324,0.04325,0.043245,0.19642,0.19642,0.19642,43.14,43.14,43.14,56.5070023837902,59.5612336114422,58.0313244934446,54.4457203153125,60.9257650052759,57.6834150580349,52.2728706127211,62.3277411623727,49.2734364370266,59.3691323869563,44.303581289173,15.3233015494637,31.2648986889154,23.2885131108462,11.7652535534728,33.7905778660542,10.4112137744001,35.9354798019615,9.49702934373441,-0.2566,-0.11316,13.3195,93.7467637064852,-0.2222,-0.08012,3.5163,637.51,10.747002,-18.708132,1.765718420204598,1.4072286232421374,4.0119192674551645,-5.748373650917975,-0.1278014098337042,9,2
